freq,tax,unit,nace_r2,geo\TIME_PERIOD	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 
A,ENV,MIO_EUR,S95,LU	0.32 	0.11 	0.09 	0.1 	0.1 	0.27 	0.33 	0.21 	0.33 	0.14 	0.12 
A,ENV,MIO_EUR,S95,LV	0.18 	0.12 	0.17 	0.2 	0.18 	0.24 	0.05 	0.09 	0.08 	0.09 	0.1 
A,ENV,MIO_EUR,S95,MK	: 	: 	: 	: 	: 	: 	0.07 	0.18 	0.21 	0.21 	: 
A,ENV,MIO_EUR,S95,MT	0.12 	0.17 	0.25 	0.08 	0.03 	0.03 	0.02 	0.02 	0.02 	0.02 	0.02 
A,ENV,MIO_EUR,S95,NL	11 	8 	9 	11 	11 	11 	13 	12 	13 	14 	15 p
A,ENV,MIO_EUR,S95,NO	0.77 	0.6 	0.56 	0.54 	0.43 	0.52 	0.41 	0.47 	0.3 	0.4 	0.35 
A,ENV,MIO_EUR,S95,PL	1.57 	2.56 	2.76 	2.4 	2.26 	2.32 	2.41 	4.5 	5.38 	5.21 	6.74 
A,ENV,MIO_EUR,S95,PT	1.78 	1.95 	2.11 	2.71 	3.02 	3.16 	3.11 	3.07 	3.08 	2.37 	2.69 
A,ENV,MIO_EUR,S95,RO	2.6 	3.4 	4.61 	1.94 	1.82 	2.45 	2.06 	1.93 	2.13 	2.31 	2.26 
A,ENV,MIO_EUR,S95,RS	0.17 	0.16 	0.21 	0.23 	0.29 	0.27 	0.28 	0.29 	0.3 	0.34 	0.33 
A,ENV,MIO_EUR,S95,SE	33.59 	30.89 	17.73 	17.33 	17.66 	17.13 	16.52 	17.79 	19.77 	17.5 	16.84 
A,ENV,MIO_EUR,S95,SK	0.47 	0.96 	0.89 	0.53 	0.55 	0.85 	0.57 	0.59 	0.62 	0.57 p	0.57 ep
A,ENV,MIO_EUR,S95,TR	27.43 	23.86 	25.86 	25.95 	23.77 	15.22 	14.94 	14 	8.13 	9.24 	15.47 
A,ENV,MIO_EUR,S96,AT	9.86 	11.35 	12.03 	11.97 	13.22 	13.07 	14.21 	14.03 	14.58 	20.5 	21.58 
A,ENV,MIO_EUR,S96,BE	34.92 	35.77 	32.26 	35.23 	39.67 	37.05 	37.7 	49.49 	54.59 	48.59 e	54.02 e
A,ENV,MIO_EUR,S96,BG	0.96 	0.63 	0.89 	0.92 	0.77 	0.73 	0.88 	0.91 	0.98 	0.3 	1.07 
A,ENV,MIO_EUR,S96,CH	18.37 	16.59 	20.86 	17.89 	16.97 	18.1 	19.69 	19.18 	20.22 	26.09 	26.46 p
A,ENV,MIO_EUR,S96,CY	1.18 	1.27 	1.43 	1.35 	1.85 	2.09 	2.07 	1.5 	1.55 	1.47 	1.51 
A,ENV,MIO_EUR,S96,CZ	3.85 	3.6 	4.81 	5.07 	5.17 	5.26 	5.34 	3.86 	3.71 	5.01 	5.21 
A,ENV,MIO_EUR,S96,DE	582.03 	516.23 	473.86 	504.86 	510.68 	496.72 	676.84 be	596.36 e	639.56 e	625.93 e	653.64 bep
A,ENV,MIO_EUR,S96,DK	9.39 	9.81 	9.42 	8.86 	8.39 	8.34 	11.62 	11.15 	10.86 	9.88 p	8.72 p
A,ENV,MIO_EUR,S96,EE	0.43 	0.44 	0.52 	0.5 	0.81 	1.01 	1.36 	0.96 	1.04 	0.93 	0.89 
A,ENV,MIO_EUR,S96,EL	7.5 	6.76 	7.41 	7.03 	7.55 	7.52 	7.87 	5.8 	7.23 	8.88 	9.36 
A,ENV,MIO_EUR,S96,ES	19.24 	18.98 	21.89 	19.13 	20.13 	20.27 	17.44 	5 	39.66 	34.43 	28.78 
A,ENV,MIO_EUR,S96,EU27_2020	1754.91 	2129.49 	: @C	2254.17 	2189.64 	2156.2 	1701.44 	1253.26 	1382.7 	1170.54 	1322.46 b
A,ENV,MIO_EUR,S96,FI	11.89 	8.64 	12.02 b	15.8 b	14.33 	13.27 	14.15 	13.8 	10.45 	10.08 	15.85 
A,ENV,MIO_EUR,S96,FR	49.61 e	49.52 e	61.22 e	69.46 e	131.16 e	154.77 e	154.15 e	146.57 e	147.34 e	143.76 p	131.17 p
A,ENV,MIO_EUR,S96,HR	0.65 	0.7 	0.76 	0.8 	0.86 	0.89 	0.91 	0.71 	0.84 	0.85 	0.99 
A,ENV,MIO_EUR,S96,HU	1.11 	0.99 	1.11 	0.94 	0.23 	0.16 	0.16 	0.17 	0.14 	0.2 	0.17 
A,ENV,MIO_EUR,S96,IE	8.99 	8.65 	9.75 	13.6 	15.68 	18.01 	13.57 	10.22 	12.13 	15.35 	16.23 
A,ENV,MIO_EUR,S96,IS	0.36 	0.41 	0.49 	0.88 	0.89 	0.9 	0.83 	: 	: 	: 	: 
A,ENV,MIO_EUR,S96,IT	895.46 	1328.19 	1323.47 	1415.39 	1272.6 	1227.21 	582.94 	250.41 	282.02 	104.24 	220.29 p
A,ENV,MIO_EUR,S96,LT	0.47 	0.65 	: @C	1.12 	1.14 	0.67 	0.77 	0.56 	1.44 	1.38 	1.47 
A,ENV,MIO_EUR,S96,LU	0.6 	0.7 	0.8 	0.71 	0.62 	0.7 	0.88 	0.33 	0.45 	0.47 	0.46 
A,ENV,MIO_EUR,S96,LV	1.63 	0.57 	0.8 	0.96 	1.01 	0.84 	0.37 	0.44 	0.38 	0.44 	0.78 
A,ENV,MIO_EUR,S96,MK	: 	: 	: 	: 	: 	: 	0.12 	0.22 	0.25 	0.3 	: 
A,ENV,MIO_EUR,S96,MT	0.14 	0.18 	0.2 	0.24 	0.26 	0.3 	0.32 	0.29 	0.28 	0.28 	0.28 
A,ENV,MIO_EUR,S96,NL	63 	68 	70 	70 	73 	74 	81 	75 	80 	75 	76 p
A,ENV,MIO_EUR,S96,NO	13.96 	12.45 	11.62 	11.95 	12.54 	12.61 	10.96 	10.26 	10.82 	13.66 	13.48 
A,ENV,MIO_EUR,S96,PL	15.66 	23.43 	25.15 	23.13 	22.62 	27.16 	22.94 	16.96 	21.59 	19.99 	26.17 
A,ENV,MIO_EUR,S96,PT	8.15 	8.28 	9.24 	16.21 	15.11 	13.96 	14.57 	13.51 	14.15 	14.41 	15.99 
A,ENV,MIO_EUR,S96,RO	0.81 	0.89 	1.08 	1.03 	1.27 	2.14 	1.22 	1.82 	1.15 	1.34 	1.34 
A,ENV,MIO_EUR,S96,RS	0.15 	0.16 	0.32 	0.51 	0.52 	0.53 	0.55 	0.53 	0.54 	0.6 	0.7 
A,ENV,MIO_EUR,S96,SE	24.37 	21.29 	27.34 	27.45 	29.54 	27.01 	27.76 	30.57 	33.58 	22.06 	26.18 
A,ENV,MIO_EUR,S96,SI	0.45 	0.46 	0.58 	0.67 	0.57 	0.79 	0.77 	0.74 	0.72 	0.61 	0.56 
A,ENV,MIO_EUR,S96,SK	2.56 	3.52 	2.42 	1.76 	1.41 	2.26 	9.64 	2.11 	2.32 	4.18 p	3.77 ep
A,ENV,MIO_EUR,S96,TR	20.82 	18.37 	19.25 	19.48 	18.57 	13.88 	14.14 	12.28 	7.85 	8.07 	13.64 
A,ENV,MIO_EUR,T,AT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,ENV,MIO_EUR,T,BE	0 	0 	0 	0 	0.01 	0.01 	0 	0 	0 	0 e	0 e
A,ENV,MIO_EUR,T,BG	0 	0 	0 	0 	0 	0 	0 	0 	0 	0.76 	0 
A,ENV,MIO_EUR,T,CY	0.26 	0.25 	0.28 	0.3 	0.34 	0.29 	0.31 	0.36 	0.02 	0.35 	0.29 
A,ENV,MIO_EUR,T,CZ	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,ENV,MIO_EUR,T,DE	8.17 	8.11 	8.37 	8.46 	8.19 	8.23 	8.62 be	9.16 e	8.67 e	8.05 e	8.42 bep
A,ENV,MIO_EUR,T,DK	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 p
A,ENV,MIO_EUR,T,EE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,ENV,MIO_EUR,T,EL	0.87 	0.85 	0.48 	0.19 	0.14 	0 	0 	0 	0 	0 	0 
A,ENV,MIO_EUR,T,ES	5.87 	5.05 	6.05 	4.38 	4.38 	4.52 	4.12 	4.05 	4.52 	7.72 	8.04 
A,ENV,MIO_EUR,T,FI	: 	: 	: 	0.37 b	0.45 	0.45 	0.51 	0.5 	0.48 	0.25 	0.2 
A,ENV,MIO_EUR,T,FR	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 p	0 p
A,ENV,MIO_EUR,T,HR	0.03 	0.03 	0.03 	0.04 	0.04 	0.04 	0.04 	0.03 	0.04 	0.03 	0.04 
A,ENV,MIO_EUR,T,HU	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,ENV,MIO_EUR,T,IE	0.01 	0.01 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,ENV,MIO_EUR,T,IS	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 
A,ENV,MIO_EUR,T,IT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,ENV,MIO_EUR,T,LT	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 
A,ENV,MIO_EUR,T,LU	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,ENV,MIO_EUR,T,LV	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,ENV,MIO_EUR,T,MK	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	: 
A,ENV,MIO_EUR,T,MT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,ENV,MIO_EUR,T,NL	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p
A,ENV,MIO_EUR,T,NO	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,ENV,MIO_EUR,T,PL	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,ENV,MIO_EUR,T,PT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,ENV,MIO_EUR,T,RO	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,ENV,MIO_EUR,T,RS	1.3 	0.92 	1.35 	1.37 	1.01 	0.86 	1.12 	0.65 	0.77 	0.79 	8.22 
A,ENV,MIO_EUR,T,SE	0 	0 	0 	0 	0.53 	1.04 	3.99 	0.75 	1.61 	1.34 	1.87 
A,ENV,MIO_EUR,T,SK	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 ep
A,ENV,MIO_EUR,T,TR	2.57 	2.42 	2.54 	2.54 	2.23 	1.69 	1.8 	1.56 	1.26 	1.04 	2.47 
A,ENV,MIO_EUR,U,AT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,ENV,MIO_EUR,U,BE	0.4 	0.31 	0.44 	0.29 	0.38 	0.4 	0.35 	0.39 	0.42 	0.4 e	0.44 e
A,ENV,MIO_EUR,U,BG	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,ENV,MIO_EUR,U,CY	0.05 	0.05 	0.06 	0.05 	0.1 	0.1 	0.1 	0.05 	0.05 	0.05 	0.05 
A,ENV,MIO_EUR,U,CZ	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,ENV,MIO_EUR,U,DE	0 	0 	0 	0 	0 	0 	0 be	0 e	0 e	0 e	0 bep
A,ENV,MIO_EUR,U,DK	0 	0 	0 	0 	0 b	0 	0 	0 	0 	0 	: 
A,ENV,MIO_EUR,U,EE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,ENV,MIO_EUR,U,EL	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,ENV,MIO_EUR,U,ES	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,ENV,MIO_EUR,U,FI	0 	0 	0 b	0 b	0 	0 	0 	0 	0 	0 	0 
A,ENV,MIO_EUR,U,FR	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 e	0 p	0 p
A,ENV,MIO_EUR,U,HR	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 
A,ENV,MIO_EUR,U,HU	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
A,ENV,MIO_EUR,U,IE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,ENV,MIO_EUR,U,IS	0.18 	0.22 	0.2 	0.19 	0.25 	0.2 	0.54 	: 	: 	: 	: 
A,ENV,MIO_EUR,U,IT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,ENV,MIO_EUR,U,LT	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 
A,ENV,MIO_EUR,U,LU	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,ENV,MIO_EUR,U,LV	0 	0.64 	0.99 	0.98 	0.2 	0.31 	0.27 	0.32 	0.13 	0.01 	0 
A,ENV,MIO_EUR,U,MK	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	: 
A,ENV,MIO_EUR,U,MT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,ENV,MIO_EUR,U,NL	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p
A,ENV,MIO_EUR,U,NO	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,ENV,MIO_EUR,U,PL	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 
A,ENV,MIO_EUR,U,PT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,ENV,MIO_EUR,U,RO	0.12 	0.13 	0.1 	0.11 	0.06 	0.04 	0.04 	0.04 	0 	0 	0.04 
A,ENV,MIO_EUR,U,RS	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,ENV,MIO_EUR,U,SE	0 	0 	0.01 	0.01 	0.01 	0.01 	0.65 	0.08 	0.07 	0.06 	0.06 
A,ENV,MIO_EUR,U,SK	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 p	0 ep
A,ENV,MIO_EUR,U,TR	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
A,NRG,MIO_EUR,A,AT	118.51 	119.21 	119.54 	118.86 	120.65 	115.03 	131.76 	107.99 	128.43 	119.52 	136.23 
A,NRG,MIO_EUR,A,BE	32.25 	70.1 	101.75 	158.14 	185.22 	190.48 	196.77 	221.11 	85.52 	72.02 e	76.81 e
A,NRG,MIO_EUR,A,BG	61.54 	58.41 	61.65 	56.63 	55.46 	57.42 	61.56 	55.9 	61.83 	62.19 	64.39 
A,NRG,MIO_EUR,A,CH	100.78 	110.2 	135.98 	138.35 	131.8 	130.08 	134.22 	141.94 	137.54 	145.34 	150.83 p
A,NRG,MIO_EUR,A,CY	1.08 	1.15 	1.29 	1.34 	2.27 	2.66 	2.6 	1.91 	2.01 	1.89 	1.72 
A,NRG,MIO_EUR,A,CZ	146.88 	148.46 	156.2 	166.79 	160.68 	154.79 	161.86 	166.51 	157.8 	135.96 	159.77 
A,NRG,MIO_EUR,A,DE	1294.87 	1188.33 	1376.48 	1376.29 	1479.23 	1451.05 	1285.02 be	1295.3 e	1439.76 e	1154.16 e	1175.98 bep
A,NRG,MIO_EUR,A,DK	154.02 	201.89 	195.35 	194.92 	174.16 	166.52 	169.67 	175.24 	176.51 	175.96 p	162.77 p
A,NRG,MIO_EUR,A,EE	14.92 	16.12 	44.3 	49.08 	40.75 	38.79 	57.7 	35.28 	44.3 	44.46 	42.97 
A,NRG,MIO_EUR,A,EL	283.62 	289.88 	283.73 	281.12 	286.1 	242.99 	259.78 	303.31 	306 	307.35 	277.59 
A,NRG,MIO_EUR,A,ES	132.07 	125.22 	163.69 	183.64 	203.27 	217.52 	210 	206.57 	216.59 	158.55 	171.44 
A,NRG,MIO_EUR,A,EU27_2020	5751.94 	5954.22 	6505.05 	6586.54 	6786.14 	6593.16 	6340.51 	6535.35 	6644.76 	5455.47 	5761.01 
A,NRG,MIO_EUR,A,FI	110.82 	97.9 	99.55 b	141.17 b	136.94 	159.52 	138.63 	155.28 	178.5 	131.06 	148.33 
A,NRG,MIO_EUR,A,FR	806.88 e	818.94 e	867.4 e	812.92 e	870.25 e	764.77 e	647.03 e	795.18 e	655.65 e	613.46 p	545.16 p
A,NRG,MIO_EUR,A,HR	42.35 	45.93 	51.01 	52.94 	55.33 	59.57 	64.77 	56.89 	62.68 	60.69 	68.74 
A,NRG,MIO_EUR,A,HU	121.6 	119.13 	130.49 	133.13 	135.97 	144.22 	142.94 	140.86 	131.53 	92.25 	106.4 
A,NRG,MIO_EUR,A,IE	58.66 	45.59 	53.11 	53.91 	60.02 	64.83 	57.77 	57.16 	65.92 	50.77 	48.56 
A,NRG,MIO_EUR,A,IS	8.55 	8.52 	9.85 	11.08 	12.75 	15.79 	12.57 	13.26 	11.57 	15.1 	15.64 
A,NRG,MIO_EUR,A,IT	932.45 	962.94 	1075.85 	1098.99 	1122.8 	1094.04 	1092.48 	1107.8 	1100.52 	647.94 	934.01 p
A,NRG,MIO_EUR,A,LT	23.25 	37.52 	38.33 	38.68 	35.57 	37.39 	36.71 	34.12 	40.92 	37.51 	38.26 
A,NRG,MIO_EUR,A,LU	0.2 	0.21 	0.24 	0.26 	0.33 	0.34 	0.09 	0.4 	0.4 	0.46 	0.52 
A,NRG,MIO_EUR,A,LV	37.8 	32.71 	54.54 	65.03 	44.44 	50.97 	44.45 	52.98 	37.94 	40.37 	42.6 
A,NRG,MIO_EUR,A,MK	13.21 	14.79 	19.22 	22.79 	23.35 	27.22 	27.32 	25.12 	21.4 	15.13 	11.38 p
A,NRG,MIO_EUR,A,MT	1.27 	1.54 	2.34 	1.66 	1.51 	1.75 	1.49 	1.14 	1.11 	1.03 	1.04 
A,NRG,MIO_EUR,A,NL	452 	616 	613 	638 	655 	679 	703 	730 	784 	714 	687 p
A,NRG,MIO_EUR,A,NO	66.87 	75.65 	73.41 	76.96 	88.99 	94.4 	90.24 	113.12 	128.3 	139.07 	117.99 
A,NRG,MIO_EUR,A,PL	401.71 	453.51 	482.38 	443.43 	450.77 	403.86 	392.67 	360.29 	475.77 	449.69 	535.18 
A,NRG,MIO_EUR,A,PT	71.13 	65.46 	71.61 	80.7 	80.31 	76.09 	75.94 	82.2 	88.41 	57.03 	66 
A,NRG,MIO_EUR,A,RO	29.59 	37.94 	35.42 	39.02 	43.97 	45.54 	48.79 	47.19 	49.39 	50.6 	49.43 
A,NRG,MIO_EUR,A,RS	23.82 	20.29 	22.04 	28.25 	29.01 	27.51 	23.78 	24.25 	20.28 	20.74 	23.86 
A,NRG,MIO_EUR,A,SE	342.05 	313.36 	344.01 	325.59 	316.12 	287.54 	281.68 	258.83 	272.83 	194.9 	133.81 
A,NRG,MIO_EUR,A,SI	3.66 	3.67 	4.68 	5.82 	6.01 	5.95 	5.95 	5.32 	5.82 	4.69 	4.09 
A,NRG,MIO_EUR,A,SK	76.77 	83.13 	77.13 	68.49 	63.03 	80.57 	69.39 	80.6 	74.63 	76.97 p	82.22 ep
A,NRG,MIO_EUR,A,TR	1033.82 	910.65 	974.68 	976.44 	894.97 	565.19 	557.32 	497.89 	174.25 	258.85 	391.8 
A,NRG,MIO_EUR,A01,AT	118.51 	119.21 	119.54 	118.86 	120.65 	99.98 	116.3 	95.47 	111.54 	102.67 	117.03 
A,NRG,MIO_EUR,A01,BE	30.88 	60.25 	80.09 	117.94 	137.81 	147.08 	151.09 	194.64 	49.31 	38.46 e	34.74 e
A,NRG,MIO_EUR,A01,BG	56.11 	53.73 	56.16 	51.44 	50.19 	52.11 	55.99 	50.77 	56.64 	57.21 	59.13 
A,NRG,MIO_EUR,A01,CH	89.45 	97.8 	122.45 	125.5 	119.16 	117.55 	121.29 	128.79 	124.15 	129.97 	133.47 p
A,NRG,MIO_EUR,A01,CY	0.83 	0.9 	0.99 	1.05 	1.95 	2.3 	2.26 	1.57 	1.68 	1.62 	1.46 
A,NRG,MIO_EUR,A01,CZ	136.76 	138.95 	144.65 	155.17 	149.51 	142.75 	147.72 	148.44 	141.15 	121.71 	145.39 
A,NRG,MIO_EUR,A01,DE	1236.86 	1140.16 	1319.81 	1288.24 	1390.6 	1369.57 	1097.5 be	1088.65 e	1219.93 e	984.02 e	1001.96 bep
A,NRG,MIO_EUR,A01,DK	137.55 	173.66 	166.91 	166.6 	147.37 	139.86 	134.41 	141.25 	135.88 	136.54 p	124.93 p
A,NRG,MIO_EUR,A01,EE	9.72 	10.62 	25.42 	27.9 	23.43 	16.6 	30.18 	20.03 	24.89 	25.34 	24.45 
A,NRG,MIO_EUR,A01,EL	262.86 	267.48 	261.98 	258.46 	262.56 	222.44 	238.31 	276.88 	281.58 	285.05 	252.29 
A,NRG,MIO_EUR,A01,ES	123.01 	116 	152.86 	171.61 	191.19 	205.59 	198.49 	196.88 	204.14 	146.52 	160.34 
A,NRG,MIO_EUR,A01,EU27_2020	4991.93 	5191.63 	5684.26 	5693.28 	5880.73 	5839.48 	5490.21 	5697.76 	5735.58 	4701.16 	4995.88 
A,NRG,MIO_EUR,A01,FI	67.11 	55.98 	69.9 b	92.5 b	84.32 	98.82 	80.6 	98.58 	101.48 	66.56 	80.18 
A,NRG,MIO_EUR,A01,FR	542.02 e	550.13 e	595.21 e	549.77 e	604.77 e	669.09 e	556.79 e	701.31 e	557.95 e	522.05 p	463.93 p
A,NRG,MIO_EUR,A01,HR	31.62 	34.04 	36.98 	38.21 	39.2 	41.44 	46.02 	40.85 	45.21 	43.63 	49.06 
A,NRG,MIO_EUR,A01,HU	109.77 	108.45 	122.04 	123.98 	125.02 	131.5 	130.92 	130.7 	121.83 	83.95 	97.01 
A,NRG,MIO_EUR,A01,IE	49.6 	35.52 	40.76 	39.89 	44.48 	48.92 	44.56 	43.7 	48.83 	40.73 	39.13 
A,NRG,MIO_EUR,A01,IS	0.6 	0.69 	0.83 	1.22 	1.32 	1.33 	1.28 	1.19 	1.28 	1.51 	1.56 
A,NRG,MIO_EUR,A01,IT	884.24 	910.43 	1017.66 	1034.32 	1054.75 	1025.83 	1029.28 	1050.21 	1040.19 	606.92 	874.32 p
A,NRG,MIO_EUR,A01,LT	11.14 	23.43 	25.58 	26.66 	26.03 	27.02 	26.89 	25.38 	29.28 	26.66 	27.07 
A,NRG,MIO_EUR,A01,LU	0.02 	0.01 	0.01 	0.03 	0.01 	0.04 	0.03 	0.04 	0.11 	0.09 	0.07 
A,NRG,MIO_EUR,A01,LV	20.36 	20.08 	36.88 	39.67 	15.92 	16.52 	11.08 	11.59 	9.51 	7.51 	6.64 
A,NRG,MIO_EUR,A01,MK	12.79 	14.31 	18.91 	22.36 	23 	26.8 	26.94 	24.75 	21.07 	14.86 	11.18 p
A,NRG,MIO_EUR,A01,MT	0.58 	0.61 	0.68 	1.03 	0.82 	0.89 	0.88 	0.67 	0.65 	0.61 	0.61 
A,NRG,MIO_EUR,A01,NL	440 	606 	603 	624 	643 	665 	690 	715 	770 	705 	678 p
A,NRG,MIO_EUR,A01,NO	45.47 	52.43 	51.62 	52.63 	61.76 	64.18 	65.98 	62.39 	66.71 	75.43 	47.62 
A,NRG,MIO_EUR,A01,PL	378.49 	429.44 	456.82 	422.22 	426.81 	376.7 	370.18 	340.11 	452.84 	427.98 	510.53 
A,NRG,MIO_EUR,A01,PT	63.98 	58.16 	63.58 	70.72 	70.87 	67.36 	67.32 	72.87 	78.1 	49.25 	57.03 
A,NRG,MIO_EUR,A01,RO	28.7 	37.06 	33.92 	37.9 	42.86 	43.98 	47.4 	46.07 	48.1 	48.76 	47.61 
A,NRG,MIO_EUR,A01,RS	19.92 	17.09 	18.62 	18.12 	18.67 	17.71 	15.02 	15.26 	12.9 	13.29 	15.34 
A,NRG,MIO_EUR,A01,SE	173.66 	157.34 	175.21 	166.36 	162.12 	145.41 	142.65 	129.31 	136.9 	102.45 	68.81 
A,NRG,MIO_EUR,A01,SI	3 	3.01 	3.81 	4.75 	4.92 	4.87 	4.88 	4.39 	4.76 	3.83 	3.33 
A,NRG,MIO_EUR,A01,SK	74.53 	81 	73.83 	64.01 	59.58 	77.81 	68.46 	72.38 	63.11 	66.04 p	70.85 ep
A,NRG,MIO_EUR,A01,TR	996.46 	877.75 	939.46 	941.15 	862.6 	544.87 	537.2 	479.81 	167.93 	249.34 	377.36 
A,NRG,MIO_EUR,A02,AT	0 	0 	0 	0 	0 	14.75 	15.15 	12.27 	16.56 	16.51 	18.82 
A,NRG,MIO_EUR,A02,BE	1.18 	8.54 	17.3 	31.53 	36.93 	34.56 	35.42 	12.68 	19.61 	18.09 e	22.58 e
A,NRG,MIO_EUR,A02,BG	5.24 	4.49 	5.27 	4.96 	5.01 	5.09 	5.35 	4.9 	4.98 	4.76 	5.1 
A,NRG,MIO_EUR,A02,CH	9.01 	10.02 	10.85 	10.19 	10.14 	10.05 	10.49 	10.52 	10.8 	12.75 	14.6 p
A,NRG,MIO_EUR,A02,CY	0.2 	0.2 	0.24 	0.24 	0.24 	0.26 	0.25 	0.25 	0.23 	0.18 	0.19 
A,NRG,MIO_EUR,A02,CZ	9.62 	9.12 	10.96 	11.06 	10.52 	11.42 	13.36 	17.27 	15.91 	13.68 	13.79 
A,NRG,MIO_EUR,A02,DE	51.13 	43.95 	48.19 	80.55 	80.02 	73.95 	169.63 be	188.45 e	201.14 e	155.44 e	158.46 bep
A,NRG,MIO_EUR,A02,DK	6.05 	8.54 	8.67 	8.73 	8.42 	8.5 	8.42 	8.47 	9.27 	10.21 p	10.06 p
A,NRG,MIO_EUR,A02,EE	3.88 	4.11 	13.92 	15.64 	13.52 	18.42 	21.09 	11.95 	15.81 	16.06 	15.37 
A,NRG,MIO_EUR,A02,EL	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.01 	0.12 	0.01 
A,NRG,MIO_EUR,A02,ES	2.99 	3.22 	4.14 	5.43 	5.08 	4.5 	5.1 	4.45 	5.77 	6.2 	5.71 
A,NRG,MIO_EUR,A02,EU27_2020	427.95 	410.44 	440.99 	487.91 	519.81 	514.94 	602.56 	589.22 	635.84 	527.6 	528.26 
A,NRG,MIO_EUR,A02,FI	40.19 	38.11 	25.97 b	42.07 b	46.25 	52.32 	52.87 	51.31 	63.32 	63.49 	67.02 
A,NRG,MIO_EUR,A02,FR	39.63 e	40.22 e	33.62 e	14.85 e	40.55 e	20.56 e	15.73 e	19.85 e	16.23 e	15.19 p	13.5 p
A,NRG,MIO_EUR,A02,HR	2.42 	2.57 	2.61 	2.69 	2.94 	3.31 	3.42 	2.92 	3.19 	3.11 	3.55 
A,NRG,MIO_EUR,A02,HU	11.29 	10 	7.84 	8.41 	10.2 	11.95 	11.28 	9.48 	9.08 	7.84 	8.92 
A,NRG,MIO_EUR,A02,IE	7.83 	8.37 	10.14 	11.65 	12.77 	13.13 	11.34 	11.46 	14.27 	8.81 	8.52 
A,NRG,MIO_EUR,A02,IS	0.01 	0.01 	0.01 	0.04 	0.03 	0.03 	0.02 	0.02 	0.03 	0.03 	0.03 
A,NRG,MIO_EUR,A02,IT	23.45 	24.12 	25.67 	26.58 	27.18 	26.09 	28.21 	24.46 	27.66 	20.95 	31.15 p
A,NRG,MIO_EUR,A02,LT	10.75 	9.11 	9.14 	8.13 	6.15 	5.58 	5.37 	4.51 	6.09 	5.79 	6.05 
A,NRG,MIO_EUR,A02,LU	0.18 	0.2 	0.23 	0.23 	0.32 	0.3 	0.06 	0.36 	0.29 	0.37 	0.45 
A,NRG,MIO_EUR,A02,LV	15.46 	10.47 	15.41 	21.68 	24.88 	31.74 	30.75 	38.7 	26.84 	30.02 	33.3 
